nama_usaha,alamat_usaha,badan_usaha,penanggung_jawab,wilayah,no_telepon,no_fax,jenis_usaha,kapasitas
Hemisphere,Jl. Darmawangsa X,PT. Selaras Mandiri Utama,Japri Susiawan,Jakarta Selatan,021 72795905,,Restoran,10/50/B
Hide And Seek Restaurant,"Fair Ground Lot. 14 SCBD, Jl. Jend. Sudirman Kav. 52-53",PT. Elysium Besar Internasional,Feisal Hamka,Jakarta Selatan,,,Restoran,10/40/B
Hide Yamamoto,"Lotte Shopping Avenue Ciputra World 1, Jl. Prof. Dr. Satrio Kav. 3-5, Karet Kuningan, Setiabudi",PT. Hide Yamamoto Jakarta,Jessica Lesmana,Jakarta Selatan,021 3901138,021 3914067,Restoran,30/130/A
High On Caffeine,"Menara Palma, Jl. HR.Rasuna Said X2 Kav. 6",CV. Alpha Charlie,Adil Darmadi,Jakarta Selatan,,,Restoran,10/50/B
Hoka Hoka Bento,Jl. Kapten Tendean No. 42,PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,021 5206447,021 5226444,Restoran,70/140/A
Hokben,"Poins Square Shopping Mall, Jl. R.A.Kartini No. 1",PT. Eka Boga Inti,Hendra Arifin,Jakarta Selatan,,,Restoran,20/80/A
Hokben,"Gd. La Codefin, Jl. Kemang Raya No. 8",PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,021 7196163,021 7196157,Restoran,67/134/A
Hokben,Jl. Ciledug Raya No. 18C,PT. Eka Boga Inti,Hendra Arifin,Jakarta Selatan,,,Restoran,15/50/B
Hokben,"Mal Ambassador, Jl. Prof. Dr. Satrio No. 14, Kuningan",PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,021 5760443,,Restoran,47/154/A
Hokben,"Plaza Blok M, Jl. Bulungan No. 76",PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,021 7209220,021 7209240,Restoran,41/162/A
Hokben,"Kartika Chandra, Jl. Jend. Gatot Subroto Kav. 18-20",PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,021 5264993,021 5264994,Restoran,38/138/A
Hokben,"Gd. World Trade Centre, Jl. Jend. Sudirman Kav. 29-31, Karet",PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,021 5211350,021 5211351,Restoran,36/104/A
Hokben,"Gd. Setiabudi I, Jl. HR. Rasuna Said Kav. 62",PT.Eka Boga Inti,Hendra Arifin,Jakarta Selatan,021 52900833,021 52900834,Restoran,10/40/B
Hokben,"Mal Pondok Indah Lantai I, Jl. Metro Pondok Indah",PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,021 7506888,021 7506999,Restoran,38/68/A
Hokben,"Gd. Sentra, Jl. MT. Haryono Kav. 1 Lt. 2",PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,021 8298171,021 8297476,Restoran,54/96/A
Hokben,"Plaza Semanggi, Jl. Jend. Sudirman Kav. 50",PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,021 25536448,021 25536449,Restoran,49/89/A
Hokben,Jl. Iskandar Muda No. 8B,PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,,,Restoran,10/50/B
Hokben,"Pasar Festival, Jl. HR. Rasuna Said Kav. C.22",PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,,,Restoran,29/86/A
Hokben,Jl. Raya Kalibata,PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,021 7209240,021 7209240,Restoran,10/50/B
Hokben,Jl. Tebet Raya No. 25 Blok A RT001/RW002,PT.Eka Boga Inti,Hendra Arifin,Jakarta Selatan,,,Restoran,10/40/B
Hokben,Jl. Raya Ragunan No. 12B,PT. Eka Boga Inti,Hendra Arifin,Jakarta Selatan,,,Restoran,15/50/B
Hokben,"Mal Cilandak, Jl. Raya Cilandak KKO",PT. Eka Bogainti,Hendra Arifin,Jakarta Selatan,,,Restoran,25/100/A
Homare,"Mega Building, Jl. Melawai VIII No. 4 Lt. 6",PT. Green Giok,Idawati,Jakarta Selatan,021 7267332,021 7267334,Restoran,15/50/B
Hong Lung Szechuan Cuisine,Jl. HR. Rasuna Said,PT. Tataboga Epicentrum,"Dra. Aviliani, Msi",Jakarta Selatan,,,Restoran,23/60/A
Hongkong Café,"Mall Gandaria City, Jl. Sultan Iskandar Muda RT009/RW006 ",PT. Arena Multiboga,Petrus Leonardus S,Jakarta Selatan,,,Restoran,17/70/A
Honoka,Jl. Panglima Polim Raya No. 5B,PT. Ryory Prima Resto,Dian Puji Astuti,Jakarta Selatan,021 7202883,021 7202883,Restoran,10/60/B
Hope Town Kitchen & Tea Room,"Permata Kuningan, Jl. Kuningan Mulia No. 9",PT. Hop Eterna,Tjung Lina,Jakarta Selatan,021 29069555,021 29069777,Restoran,20/80/A
Hotel Sentra Boutique,Jl. Ciledug Raya No. 17 RT008/RW010,CV.Sentra Cipulir,Ir.Zainuri Yunus,Jakarta Selatan,,,Restoran,25/100/A
Hp Gardena,Jl. Panglima Polim Raya No. 43C,,Tjong Jie Sen,Jakarta Selatan,021 7396761,,Restoran,19/100/A
Huize Van Wely,"Pacific Place Mal Lot. 3-5, Jl. Jend. Sudirman Kav. 52-53",PT. Naleda Boga Services,Meity Tjiptobiantoro,Jakarta Selatan,,,Restoran,29/68/B
Huize Van Wely,"Gd. Papilon, Jl. Kemang Raya No. 45 AA",PT. Naleda Boga Services,M. Tjiptobiantoro,Jakarta Selatan,021 7191975,021 7196067,Restoran,12/48/B
Hummingbird,"Kuningan City Mall, Jl. Prof. Dr. Satrio Kav. 18",Yogi Pranata,Yogi Pranata,Jakarta Selatan,021 30065787,021 30056056,Restoran,12/50/B
Hurry Curry Of Tokyo,Jl. Jend. Sudirman Kav. 52-53,PT. Prama Corporindo,Linda Darma,Jakarta Selatan,,,Restoran,10/40/B
Hyde,Jl. Taman Kemang I Blok A No. 8,PT. Odetta Boga Mandiri,Putri Madarina,Jakarta Selatan,,,Restoran,15/75/A
I - Ta Suki,Jl. Sultan Iskandar Muda,PT. Citra Rasa Boga,"Chung, Wendelina Wina",Jakarta Selatan,,,Restoran,12/48/B
I - Tasuki,"Mal Kota Kasablanka, Jl. Casablanca Raya No. 8",PT.Tiga Aksara Sakti,Sari Purnawati,Jakarta Selatan,021 29464985,021 29464985,Restoran,25/100/A
Ichiban Sushi,"Mal Pondok Indah, Jl. Metro Pondok Indah",PT. Brostindo Prima Indonesia,Bernt Hanlee Ramli,Jakarta Selatan,,,Restoran,4/12/C
Ideas,"Pondok Indah Mal Lt. Dasar G009-G010, Jl. Metro Pondok Indah",PT. Sarana Kuliner Sejahtera,Lieng Boen Jeng,Jakarta Selatan,021 7510412,021 7511895,Restoran,10/40/B
Iga Iga,Jl. Sultan Iskandar Muda No. 08,CV. Ratu Iga Perdana,DRA. Mayasari,Jakarta Selatan,021 29053210,021 29053210,Restoran,12/50/B
Iga Iga,"Mal Gandaria City Lt.UG MU-06, Jl. Sultan Iskandar Muda, Kebayoran Lama",CV. Ratu Iga Perdana,DRA. Mayasari,Jakarta Selatan,021 29053210,021 29053210,Restoran,12/50/B
Ikan Bakar Manado,Jl. Adhyaksa 9 No. 1 RT004/RW005,PT. Waroeng Paku Pipit,Sandy Liga,Jakarta Selatan,,,Restoran,25/150/A
Ikkado Ramen,"Mal Kota Kasablanka, Jl. Casablanca Kav. 88",PT. Mie Makmur Kasablanka,Irene Tjahyadi,Jakarta Selatan,,,Restoran,10/50/B
Ikkudo Ichi,"Pacific Place Mall Lvl Unit 5-58 SCBD Lot 3-5, Jl. Jend. Sudirman Kav. 52-53",PT. Mie Sukses Pasifik,William Surya,Jakarta Selatan,,,Restoran,15/50/B
Ikuze,"Kemang Village, Gd. Lippo Mal Kemang, Jl. Pangeran Antasari No. 36, Kemang",PT. Gaia Boga Utama,Angie Claudia Fachry,Jakarta Selatan,021 7222513,021 72790573,Restoran,10/50/B
Ikuze,"Epicentrum Walk, Jl. HR. Rasuna Said",PT. Gaia Boga Utama,Angie Claudia Fachry,Jakarta Selatan,021 29941199,021 29941198,Restoran,20/80/A
Il Primo,"Wisma UIC, Jl. Jend.Gatot Subroto Kav. 6-7",PT.Wiranusa Grahatama,Yani Alifen,Jakarta Selatan,021 57945045,021 57945050,Restoran,15/60/A
Imae Japanese Shabu-Shabu,"Pacific Place Mal, Jl. Jend.Sudirman Kav. 52-53",PT. Imae Cipta Selera,Bernie Prajoga,Jakarta Selatan,021 57973177,,Restoran,20/50/B
Imperial Cakery,Jl. Warung Jati Barat No. 39,PT.Adicipta Boga Intiprima,Abigail Djojonegoro,Jakarta Selatan,021 7822805,021 7822760,Restoran,10/40/B
Imperial Cakery,Jl. HR.Rasuna Said Kav. 62,PT.Adicipta Boga Intiprima,Abigail Djojonegoro,Jakarta Selatan,021 5223893,021 5223894,Restoran,7/28/B
Imperial Cakery & Dim Sum,"Cilandak Town Square, Jl. TB.Simatupang Kav. 1",PT. Adicipta Boga Intiprima,Abigail Djojonegoro,Jakarta Selatan,021 75920334,,Restoran,12/48/B
Imperial Chef,Lotte Shopping Avenue Lt. 3 Ruang 3F-12& A06,PT. Selera Kian Makmur,Lin Manuhutu,Jakarta Selatan,021 72781223,021 72781227,Restoran,54/215/A
Imperial Kitchen & Dimsum,"Mal Cilandak, Jl. Raya Cilandak KKO",PT. Adicipta Boga Intiprima,Abigail Djojonegoro,Jakarta Selatan,,,Restoran,15/50/B
Imperial Kitchen & Dimsum,Jl. Warung Jati Barat No. 39,PT. Adicipta Boga Intiprima,Abigail Djojonegoro,Jakarta Selatan,021 7822611,021 7824822,Restoran,5/18/C
Imperial Kitchen & Dimsum,Jl. Warung Jati Barat No. 39,PT. Adicipta Boga Intiprima,Abigail Djojonegoro,Jakarta Selatan,021 7822611,021 7824822,Restoran,5/18/C
Imperial Kitchen & Dimsum,"Kuningan City, Jl. Prof. Dr. Satrio Kav. 18",PT. Adicipta Boga Intiprima,Abigail Djojonegoro,Jakarta Selatan,,,Restoran,15/50/B
Incanto,"Gd. The Peak, Jl. Setiabudi Raya No. 9",PT. Frasers Hospitality Investment,Stephen Koay Swee Lim,Jakarta Selatan,,,Restoran,19/88/A
Inns,Jl. Cilandak KKO No. 2,,Budi Heryanto,Jakarta Selatan,021 7828456,021 7501125,Restoran,22/88/A
Inns,Jl. Cilandak KKO No. 2,,Budi Heryanto,Jakarta Selatan,021 7828456,021 7501125,Restoran,22/88/A
Inul Vista,Jl. Tebet Raya No. 50 RT004/RW004,PT. Duta Nada Mas Prima,Rendy Tanudjaja,Jakarta Selatan,021 54212424,021 54211414,Restoran,10/40/B
Inul Vista Family Ktv,"Komp. Golden Fatmawati, Jl. RS. Fatmawati No. 15, Cilandak",CV. Nada Elok Mulia,Paulina Wahyuasih Indra W,Jakarta Selatan,,,Restoran,10/40/B
Inul Vizta,"Point Square, Jl. R.A.Kartini No. 1, Lingkar Luar Selatan",PT. Berlian Nada Utama,Paulina Wahyuasih Indra Wati,Jakarta Selatan,021 7695252,021 7690955,Restoran,20/80/A
Inul Vizta,Jl. Melawai Raya No. 189 Lantai 2,PT. Nada Prima Sentosa,Herman Kamal,Jakarta Selatan,021 7231917,021 7231964,Restoran,20/80/A
Inul Vizta Family Ktv,"Pejaten Village, Jl. Warung Jati Barat No. 39",CV. Sahabat Lestari,Risma Situmorang,Jakarta Selatan,021 45857246,021 45857521,Restoran,10/40/B
Ippudo,"Pacific Place Mall Lvl/Unit 5-37 SCBD Lot. 3-5, Jl. Jend. Sudirman Kav. 52-53",PT. Ippudo Catering Indonesia,Ir. S. Ardianto Hadiwidjaja,Jakarta Selatan,021 57973339,021 57973196,Restoran,15/66/A
Iseya,"Sampoerna Strategic Square, Jl. Jend. Sudirman Kav. 45-46, Setiabudi",PT. Anggarda Himber Indonesia,Andrew Himawan,Jakarta Selatan,021 57700014,021 5770901,Restoran,15/50/B
Iseya,"Sampoerna Strategic Square Jl. Jend. Sudirman Kav. 45-46, Setiabudi",PT. Anggarda Himber Indonesia,Andrew Himawan,Jakarta Selatan,021 57700014,021 5770901,Restoran,15/50/B
Ivy Bistro,"Dharmawangsa Square 34, Jl. Dharmawangsa Raya VI, Kebayoran Baru",PT. Klabo Investama,Dr. Sri Adriyani Lestari,Jakarta Selatan,021 7265766,021 7265616,Restoran,10/24/B
Izzi Pizza,Jl. MT. Haryono No. 1 RT002/RW006,PT. Sriagung Cahya Sakti,Sarwan,Jakarta Selatan,021 83700733,021 83700736,Restoran,30/100/A
Izzi Pizza,Jl. TB.Simatupang Kav. 17,PT. Sriagung Cahaya Sakti,Sarwan,Jakarta Selatan,021 75920220,021 75920221,Restoran,25/100/A
Izzi Pizza,Jl. TB.Simatupang Kav. 17,PT. Sriagung Cahaya Sakti,Sarwan,Jakarta Selatan,021 75920220,021 75920221,Restoran,25/100/A
Izzi Pizza,Jl. Jend.Sudirman Kav. 29,PT.SRIAGUNG CAHYA SAKTI,Sarwan,Jakarta Selatan,021 3147220,,Restoran,10/40/B
J - Wine,"Puri Casablanca Basement, Jl. Casablanca No. 1",PT. Mitra Putera Indonesia,Adji Aftab Rajramdhani,Jakarta Selatan,021 5330475,021 5330477,Restoran,10/40/B
J' Chef,"City Plaza LG-09, Jl. Jend. Gatot Subroto No. 42",,Johnny Cahyadi,Jakarta Selatan,021 52960602,021 52960602,Restoran,15/50/B
Jala-Jala,Jl. Prof. Dr. Satrio Kav. 18 RT007/RW004 Lt.3 Unit-09,CV. Inti Sari Laut,Suman Yamin,Jakarta Selatan,,,Restoran,10/50/B
Jala-Jala,Jl. Prof. Dr. Satrio Kav. 18 RT007/RW004 Lt.3 Unit-09,CV. Inti Sari Laut,Suman Yamin,Jakarta Selatan,,,Restoran,10/50/B
Jang Su De,Jl. Woltermonginsidi No. 83,PT. Hosell Jaya,Kandar Baswara,Jakarta Selatan,021 7264570,021 7264571,Restoran,40/85/A
Jang Su De,Jl. Woltermonginsidi No. 83,PT. Hosell Jaya,Kandar Baswara,Jakarta Selatan,021 7264570,021 7264571,Restoran,40/85/A
Jbs Café & Resto,"Jl. Kebayoran Baru No. 73 B-C, Velbak",PT. Jakarta Boxing Stadium,Indria Octavia Muaja,Jakarta Selatan,,,Restoran,10/50/B
Jc's Café,Jl. Jend. Sudirman Kav. 52-53,PT.Jasa Cipta Swadaya,Jessy Ria Sekeon,Jakarta Selatan,021 5150737,,Restoran,10/24/C
Jc's Café,Jl. Jend. Sudirman Kav. 52-53,PT.Jasa Cipta Swadaya,Jessy Ria Sekeon,Jakarta Selatan,021 5150737,,Restoran,10/24/C
Jimm's Sports Café,"Bellagio Boutique Mal, Jl. Mega Kuningan Barat",PT. Anugrah Sukses Pratama,William Gomez,Jakarta Selatan,021 30066771,021 30066771,Restoran,7/20/C
Jitlada Thai Cuisine,"Lotte Shopping Avenue, Jl. Prof. Dr. Satrio Kav. 3",-,Louis Larry,Jakarta Selatan,021 29889321,021 29889321,Restoran,22/96/A
Jittlada Thai Cuisine,"Mal Pondok Indah 2, Jl. Metro Pondok Indah",Louis Larry,Louis Larry,Jakarta Selatan,021 75920867,,Restoran,13/66/A
Jittlada Thai Cuisine,Jl. Metro Pondok Indah,,Louis Larry,Jakarta Selatan,,,Restoran,13/66/A
Jj Royal Brasserie,Ciputra World Lotte Shopping Avenue LG-01-02,PT. Legenda Kuliner,Muhammad Rendhy Aditya,Jakarta Selatan,021 98564335,021 98564335,Restoran,20/80/A
Joe Smoker Bbq,Jl. Lingkar Mega Kuningan Kav. E.5.2 No. 1,PT. Mantako International Taste,Sammy Bolung,Jakarta Selatan,,,Restoran,20/80/A
Johnny Rockets,"Lotte Shopping Avenue, Jl. Prof. Dr. Satrio Kav. 3",PT. Riyanti Investama International,SB. Wiryanti Sukamdani,Jakarta Selatan,021 29022959,021 29022958,Restoran,18/81/A
Johnny Rockets,"Street Gallery PIM, Jl. Metro Pondok Indah Blok II",PT. Riyanti Investama International,S.B Wiryanti Sukamdani,Jakarta Selatan,021 29022959,021 29022958,Restoran,22/69/A
Julian Nyland,Jl. Kemang Selatan Raya No. 150,Yusuf SB,Yusuf SB,Jakarta Selatan,021 7883762,,Restoran,25/100/A
Jun Njan,Jl. Sultan Iskandar Muda No. 35D,PT. Laris Sentosa Makmur,Lisdiana Setiarman,Jakarta Selatan,021 7252605,021 7252605,Restoran,9/36/B
Jun Njan,"Gandaria City, Jl. Sultan Iskandar Muda",PT. Jun Njan Express,Bong Kristin,Jakarta Selatan,,,Restoran,20/80/A
Jun Njan,"Pondok Indah Mall I Foodcourt Area 51, Jl. Metro Pondok Indah",PT. Laris Sentosa Makmur,Hendy Zanas,Jakarta Selatan,021 7252604,021 7252604,Restoran,12/48/B
Jun Njan,Jl. H.R. Rasuna Said,PT. Saputra Perkasa Abadi,Tjoe Wendy Saputra,Jakarta Selatan,,,Restoran,10/100/A
J-Wine,"Mal Pondok Indah 2, Jl. Metro Pondok Indah IV-T",PT. Mitra Putera Indonesia,Adji Aftab Rajramdhani,Jakarta Selatan,021 57993455,021 57993477,Restoran,10/40/B
K O I,Jl. Mahakam I No. 2,PT. Aneka Serba Boga,Amalia Pramesti,Jakarta Selatan,021 7222864,021 7236428,Restoran,20/100/A
K O I,Jl. Kemang Raya No. 72,PT. Aneka Serba Boga,Amalia Pramesti,Jakarta Selatan,,,Restoran,20/100/A
Kafe Anda,Jl. Jend. Gatot Subroto,,Dewi Mersitarini,Jakarta Selatan,,,Restoran,18/50/B
Kafe Batik,Jl. Iskandarsyah II No. 2,PT. Pasaraya Tosersajaya,Ahmad Dipoditiro,Jakarta Selatan,021 7260170,021 7260695,Restoran,10/40/B
Kafe Betawi,Jl. Prof. Dr. Satrio Kavling 18,PT. Citra Rasa Betawi,Johannes Paeddy W,Jakarta Selatan,,,Restoran,12/50/B
Kafe Betawi,"Mal Pondok Indah 2, Jl. Metro Pondok Indah",PT. Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,021 7501125,,Restoran,15/50/B
Kafe Betawi,"Mall Kota Kasablanka, Jl. Casablanca Kav. 9-10",PT. Citra Rasa Betawi,Johannes Peddy W,Jakarta Selatan,021 7500382,021 7500382,Restoran,15/50/B
Kafe Betawi,"Gandaria City, Jl. Sultan Iskandar Muda No. 8",PT. Citra Rasa Betawi,Johannes Peddy W,Jakarta Selatan,021 7399088,021 7399088,Restoran,15/50/B
Kafe Betawi,"Gd. Setiabudi I, Jl. HR. Rasuna Said Kav. 62",PT.Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,,,Restoran,15/50/B
Kafe Betawi,Jl. Jend. Sudirman No. 52-53 BEJ,PT. Betawi Citra Rasa,Johannes Peddy W,Jakarta Selatan,021 7500382,021 7500382,Restoran,15/50/B
Kafe Betawi,"Plaza Pondok Indah, Jl. Metro Blok B/III/B",PT. Citra Rasa Betawi,Johannes Peddy W,Jakarta Selatan,021 7500383,,Restoran,22/88/A
Kafe Betawi,"Kemang Village Mall, Jl. Kemang VI",PT. Citra Rasa Betawi,Johannes Peddy W,Jakarta Selatan,021 7500382,021 7500382,Restoran,15/50/B
Kafe Betawi,"Cilandak Town Square, Jl. TB.Simatupang",PT.Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,021 7501125,021 7501125,Restoran,15/50/B
Kafe Betawi,"SCBD, Jl. Jend.Sudirman No. 52-53",PT.Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,021 7501125,021 51402710,Restoran,15/50/B
Kafe Betawi,"Rasuna Epicentrum, Jl. HR. Rasuna Said",PT. Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,021 7501125,,Restoran,15/50/B
Kafe Betawi,"Kuningan City Lt. LG Unit 28, Jl. Prof. Dr. Satrio Kav. 18, Setiabudi, Kuningan",PT. Citra Rasa Betawi,Johannes Peddy Wongsowidjojo,Jakarta Selatan,021 7500382,,Restoran,12/50/B
Kafe Excelso,"Blok M Plaza, Jl. Bulungan No. 76",,Indra Budiyono,Jakarta Selatan,021 7209050,,Restoran,6/30/B
Kafe Regal,Jl. Metro Pondok Indah Lt. 2,PT. Wahana Boga Citarasa,Grace Dewi Brasali,Jakarta Selatan,021 7506941,,Restoran,15/40/B
Kafe Regal,Jl. Mahakam I/6,PT. Wahana Boga Citarasa,Grace Dewi Brasali,Jakarta Selatan,021 7209966,,Restoran,8/40/B
Kafe Regal,Jl. TB. Simatupang Kav. 17,PT. Wahana Boga Citarasa,Grace Dewi Brasali,Jakarta Selatan,021 75920245,,Restoran,9/36/B
Kafe Regal,Jl. Mahakam I/6,PT. Wahana Boga Citarasa,Grace Dewi Brasali,Jakarta Selatan,021 7209966,,Restoran,8/40/B
Kafe Victoria,Jl. Metro Pondok Indah,CV. Kacida Indah,Nyla Carola Sutirman,Jakarta Selatan,021 75920488,,Restoran,17/68/A
Kafe Victoria,"Mal Pondok Indah 2, Jl. Metro Pondok Indah",CV. Kacida Indah,Nyla Carola Sutirman,Jakarta Selatan,021 75920488,021 72760938,Restoran,17/68/A
Kaffeine,"The Foundry N0. 8 Zone A SCBD Lot 8, Jl. Jend. Sudirman",PT. Sukses Citra Boga Dinamika,Jusdijanto Harsono,Jakarta Selatan,,,Restoran,10/40/B
Kaisen Dokoro Kaihomaru,"Apart. Golf Pondok Indah, Jl. Metro Pondok Indah",PT. Sanwa Indonesia,Pinnywati Chandra,Jakarta Selatan,021 28040455,021 28040455,Restoran,15/50/B
Kaisen Dokoro Kaihomaru,Jl. Melawai VI No. 23,PT. Sanwa Indonesia,Pinnywati Chandra,Jakarta Selatan,021 72795782,021 72795782,Restoran,10/40/B
Kampoeng Bangka,Jl. Panglima Polim No. 102,PT. F 200,Subhan,Jakarta Selatan,021 7392344,021 7392344,Restoran,15/50/B
Kampung Kemang,Jl. Kemang Raya RT010/RW005 No. 18,PT. Sakura Yasa Prima,Petrus Darwis,Jakarta Selatan,021 6603578,021 6622244,Restoran,10/30/B
Kana Restolounge,"Gd. The Landmark Centre I Ground Floor, Jl. Jend Sudirman Kav. 1",PT. Tirai Utama Perkasa,Baary Elmirfak Hatmadja,Jakarta Selatan,021 2520077,021 2525669,Restoran,25/100/A
Kappo Don,"Blok M, Jl. Melawai V No. 10",PT. Wakyo World Wide,S. Susilowati M.S,Jakarta Selatan,021 72799439,021 7252391,Restoran,10/100/A
Kashiwa,"Blok B, Jl. Melawai VIII No. 2A",PT. Echigoya Indonesia,Pinnywati Chandra,Jakarta Selatan,,,Restoran,10/50/B
Kazan Ramen Express,"Lotte Shopping Avenue Lt. 4F Unit FCS-03, Jl. Prof. Dr. Satrio Kav. 3-5, Karet Kuningan, Setiabudi",PT. Surya Kuliner Indonesia,Sucipto Antoni,Jakarta Selatan,021 36066121,021 36066121,Restoran,25/100/A
Kedai Dolsot,"Pacific Place Mal LG-99, Jl.Jend.Sudirman Kav. 5",PT. Tozy Sentosa,Sonja Suchyar,Jakarta Selatan,021 51400440,021 57973436,Restoran,15/50/B
Kedai Nyonya Bintuni,"Tebet Indrayana Square, Jl. MT. Haryono",PT. Prima Anugerah Sejahtera,Nio Paul Bernard,Jakarta Selatan,021 8305313,,Restoran,10/40/B
Kedai Penang,Jl. HR. Rasuna Said Kav. 62,PT. Penang Setia Budi Sejahtera,Khairul Fitri,Jakarta Selatan,,,Restoran,9/36/B
Kedai Tiga Nyonya,Jl. MT. Haryono No. 8,PT. Prima Anugerah Sejahtera,Ang Siu Tjien,Jakarta Selatan,021 8308360,021 8308361,Restoran,10/50/B
Ke'ku:N Coffee Shop,"Tempo Scan Tower Lt. 2, Jl. HR. Rasuna Said Kav. 3-4",PT. Nirwana Nuansa Gemilang,Ivan Budiman Stamboel,Jakarta Selatan,021 7198701,021 7198702,Restoran,20/40/B
Kemang 58,Jl. Kemang Raya No. 58,PT. Tri Permata Lestari,Christine Chandra,Jakarta Selatan,,,Restoran,40/160/A
Kembang Goela,"Plaza Sentral, Jl. Jend. Sudirman Kav. 47-48",PT. Panca Sinar Kasih,Linny Adisubrata,Jakarta Selatan,021 5205625,021 5205631,Restoran,10/30/B
Kembang Kemangi,"Menara Jamsostek, Jl. Jend. Gatot Subroto Kav. 71-73 No. 38",PT. Marimbun Terus Maju,Anggie Nosye Rebecca Sitorus,Jakarta Selatan,021 5227921,021 52902188,Restoran,15/50/B
Kembang Lawang,"Pejaten Village, Jl. Warung jati Barat No. 39",CV. Modern Lifestyle,Ir. Andre Irawan,Jakarta Selatan,,,Restoran,15/50/B
Kembang Lawang,"Pejaten Village, Jl. Warung jati Barat No. 39",CV. Modern Lifestyle,Ir. Andre Irawan,Jakarta Selatan,,,Restoran,15/50/B
Kemistry,"Lotte Shopping Avenue Ciputra World 1 Jakarta, Jl. Prof. DR Satrio Kav 3 -5, Karet Kuningan ",PT. Global Development Perkasa,KARNA BRATA LESMANA,Jakarta Selatan,021 3901138,021 3914067,Restoran,15/30/B
Kenny Rogers Roaster,Jl. Casablanca Raya Kav. 88,PT. Boga Lestari Sentosa,Budi Purnama Utomo,Jakarta Selatan,,,Restoran,14/50/B
Kenny Rogers Roasters,Jl. Jend.Sudirman Kav. 52-53,PT. Boga Lestari Sentosa,Budhi Purnama,Jakarta Selatan,021 51400541,021 51400541,Restoran,6/24/B
Kenny Rogers Roasters,Jl. Metro Pondok Indah,PT. Boga Lestari Sentosa,Budhi Purnama Utomo,Jakarta Selatan,021 7506877,,Restoran,10/50/B
Kentucky Fried Chicken,"Blok M Square, Jl. Melawai V  RT004/RW001",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,021 7182745,021 7182745,Restoran,14/50/B
Kentucky Fried Chicken,Jl. Lenteng Agung Raya RT003/RW006,PT. Fastfood Indonesia,Rudy Tanudjaya S,Jakarta Selatan,,,Restoran,20/50/B
Kentucky Fried Chicken,"Gandaria City, Jl. KH. M. Syafi'I Hadzami No. 8",PT. Fast Food Indonesia,Rudy Tanudjaya S,Jakarta Selatan,,,Restoran,14/50/B
Kentucky Fried Chicken,Jl. MT. Haryono No. 7,PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,021 8301133,021 8301133,Restoran,25/80/A
Kentucky Fried Chicken,"Pasaraya Manggarai, Jl. Sultan Agung",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,021 83792851,021 83792851,Restoran,25/100/A
Kentucky Fried Chicken,"Carrefour Lebak Bulus, Jl. Lebak Bulus Raya No. 8",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,,,Restoran,108/216/A
Kentucky Fried Chicken,"Mal Kota Kasablanca, Jl. Casablanka No. 89 RT007",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,021 8301133,021 83791242,Restoran,15/50/B
Kentucky Fried Chicken,"Mal Ambassador, Jl. Prof. Dr. Satrio No. 14, Kuningan",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,,,Restoran,15/36/B
Kentucky Fried Chicken,Jl. Kapten Tendean,PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,021 5261925,,Restoran,10/40/B
Kentucky Fried Chicken,"Plaza Bintaro, Jl. Bintaro Utama I No. 1",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,021 73881363,021 73881363,Restoran,45/170/A
Kentucky Fried Chicken,"Gedung Carrefour, Jl. MT. Haryono Kav. 7",PT. Fastfood Indonesia,Rudy Tanudjaya Saputra,Jakarta Selatan,021 8301133,021 8301133,Restoran,25/50/B
Kentucky Fried Chicken,"ITC Permata Hijau, Jl. Arteri Permata Hijau",PT. Fastfood Indonesia,Rudi Tanudjaya Saputra,Jakarta Selatan,021 5809390,,Restoran,65/146/A
